/Users/tomoki/anaconda/bin/python3 /Applications/PyCharm.app/Contents/helpers/pydev/pydevd.py --multiproc --qt-support=auto --client 127.0.0.1 --port 61166 --file /Users/tomoki/PycharmProjects/unimorph-task1/main.py
pydev debugger: process 31811 is connecting

Connected to pydev debugger (build 173.4127.16)
[dynet] random seed: 1167912836
[dynet] allocating memory: 512MB
[dynet] memory allocation done.
loss: 28383.70592880249
كِيمِيَائِيَّتَيْنِ مَارَانِيْنِ
أَمْضَيَيْنِ مَرَانِيْنِ
جَرِيئَتَيْن مَمْرَانِ
الْأَوَاخِر الْمَالِيرَان
تَعْتَزِمُونَ تَمْتَرَانِي
رُوفِقَتْ مَارِي
ضَمَان مَارَان
تُدَحْرَجُو تُرَاتَا
تَسْخِيرِ تَسْرَانِ
حُرَّيَيْنِ مَرَانِ
تَقْتَنِعُ تَمْتَرَانِي
نُهَنْ مَمَانِيْنِ
طَأُو تَمَانِ
حَفِيف مَارَانِ
حَنَيْنَ مَرَا
بَيَّاعَيْن مَارَان
اِسْتِحْفَاظُ اِسْتَارَا
مَسْفُوحَانِ مَرَانِيْنِ
هُنْدِسَ مَرَانِ
الدِّينَارَيْنِ الْمَالِيْنِ
التَّحْقِيق الْمَانِير
تَخْتٍ تَسْتَانِ
تُودَعْنَ تُرَانِ
السِّيَاحِيَّانِ الْمَالِيَانِ
تُوَاصَلْنَ تُرَانِي
يَتَتَرَّكْ تَسْتَرَا
اِسْتِنْسَارِ اِسْتَانْتَانَا
تُبَسْمِلَا تَرَانِي
أَرَاحَتَا مَمَانِ
تُتَمَنَّ تَسْتَا
الْقُبَّعَةُ الْمَالِي
الْأُيُورُ الْمَالِيَان
تَجْتَمِعُو تُسْتَانِي
تَأْلِيهَ تَسْرَانِ
الْأَدَاحِيُّ الْمَالِيرَان
مَوْضُوعَيْنِ مَارَا
نَيِّرَة مَارَانِ
زُبَّيْ مَالَا
مَوَانِي مَارَانِ
التَّشْرِيعِيَّتَانِ الْمَالِيَانِ
اِلْتَفَتْنَا تَمْتَرْتَانِي
تُنْبَأْ تُسْتَا
الْمُوَاطِنِ الْمَالِي
اِضْطَرَّتَا مَارِي
تَبْتَاعُو تُسْتَانِي
أَشْوَسَانِ مَرَانِيْنِ
تُدَنْدَنَّ تَرَانِ
دِيَانَة مَارَانِ
الْحِرَابَاتِ الْمَالِيَان
لَوْمٌ مَارَانِ
مُبَرْهَن مَرْرَا
تُفَاجَآ تُرَانِي
الِاضْرِغْطَاطَ الْمَانِيرَان
يُخَوَّشْنَ تُوَاْنَ
الطِّلَسْمَيْنِ الْمَالِيْنِ
جُمْهِرَا مَرَانِ
أُوقِنَّا مَرْرَا
الزَّوْرُ الْمَالِيْنِ
إِقْبَارُ مَرَانَا
اِسْتَأْ اِسْتَانَا
يَتَثَاءَبَا تُرَانِي
اِنْفَطَرَ مَمْرَا
تُعْجَمْنَ تُرَانِ
تَسْتَكْثِرُو تَمْتَرَانِي
شَيْطَانِيَّتَيْنِ مَارَانِ
خُصًى مَارَانِ
الْمَوَانِي الْمَالِيْنِ
اُقْتُبِلْتُ تَمْتَانِي
الْمَسَاقُ الْمَالِيرَان
قِرْمِزِيَّاتٍ مَرْرَانِيْنِ
الْكُوَارْكَ الْقَمِّيَّ الْمَانِيرَان
تَسْتَهْزِئَا تَاتَانِي
نَشْوَاتُ مَرَانِ
اِنْضَمَّا اِسْتَانِ
غَطَّيْتُمَا تَرَا
يَخْتَتِنُو تَمْتَرَانِي
مُخَابَرَةٍ مَارَانِ
يَنْقَدْ تُرَانِي
تُثَابِرُونَ تُرَانِي
مُنْقِذ اِسْرَانِ
رُبِّبْتَ مَرَا
يَبْدَأَ تَرَا
الْعُزُوب الْمَالِيْن
يُتَرْجِمْ تَسْتَا
أَسْدَاسٍ مَرْرَانِ
تَبْدُوَا تَمَا
جِبْنَ مَارَا
رِمَايَةِ مَرَانِيْنِ
شَارِعٍ مَارِين
وَجِيهٌ مَارَانِ
يَسْتَحْسِنَّ تَمْتَرَانِي
الْإِخْفَاءُ الْمَالِيَان
أَهْجَرْتِ مَرَانِ
عَاطِفَتَيْ مَالِيْنِ
يَرْتَجِينَ تَمْتَرَانِي
الْوَاضِحَاتُ الْمَالِيَانِ
قُضْبَانُ مَرَانِيْنِ
يَسْتَظْهِرْنَ تَمْتَانِي
حَيَّيَا مَانَا
الْأَصَمَّيْنِ الْمَالِيْنِ
تُخَالِطَا تَارِي
جُدْرى مَرْرَانِ
تَصِيحُو تُرَانِي
يُقَهْقِهْنَ تُرَانِي
تَعَالَى تَمْرَا
حَالِمُونَ مَارَانِيْنِ
مَلْء مَرَانِ
تَسْتَنْسِبَا تَاتَرَا
الشَّارِعَيْنِ الْمَالِيْنِ
إِرْسَال مَارَانَانَان
اِسْتَنْفَرَتَا اِسْتَانِيْنِ
دُلَّا مَانَا
طِفْلَيْنِ مَرَانِ
تَنْتَحِلِينَ تَمْتَرِي
اِفْتَقَرْتُمَا اِسْتَانِي
إِرْهَابِيَّةِ مَمْرَانِ
فَضِيلًا مَمَانِيْنِ
تُصَادِرَ تُرَانِي
أَسْبَغْتُمَا تَمْتَانِ
سُووِيَتْ مَانَا
سِرْبِ مَرَانِ
حَامَيْتَ مَانِيَا
الرَّحِيمَة الْمَارِين
تَنْفُونَ تَرَانِي
أَسْتَحْسِنُ اِسْتَانِي
اِسْتِخْدَامُ اِسْتَارَانَا
جُمْهُورَيْ مَرَانِ
سَاخِرَتَيْنِ مَارَانِ
تُعْلَنَا تَمْرَا
بِيَانَةٌ مَارَانِ
الِاخْضِيضَاعُ الْمَالِيرَان
يُفَتِّشَانِ تَرْتَانِ
اِخْضَوْضَرَا مَارَا
رُسُل مَارَارَانِ
الْإِعْطَاء الْمَالِيرَان
الْحَمِيدَيْنِ الْمَالِيْنِ
غَرْغَرَتْ مَرَانِ
فَاجِئْ تَارِي
الِاسْتِعْبَادَ الْمَاتِيرَان
اِرْجَحْنَنَّا مَمْرَانِي
رَادَدْنَا مَارَانِي
تُنْدَى تَرَا
قَوْس قُزَح مَرْرَانِ
مُسْتَنّ اِسْتَانِي
تُسْتَرْزَقَا تَاتِي
تُخْتَرَعَانِ تَاتَانِ
كِيبُوتْسِ مَرْتَانِيْنِ
يُرِيحَا تُرَانِي
تَشْتَطُّ تَمْتَانِي
خَلِيقَات مَارَانِ
تُضَاعَا تُرَا
تَرْغَبَا تَرَا
عِطَاش مَمْمَانِ
يَبْطُؤَا تَمَا
اُسْتُثْنِيتُمْ تَمْتَانَا
قَضِيَّتَا مَرَانِ
آنِسَتَيْن مَمْرَانِ
تُشِرْنَ تُرَانِي
مَعْنَى مَرْرَا
شِرَاعَيْنِ مَمْرَانِ
مَسَايَةَ مَرَانَانِ
الْبَهْلَوَانَاتِ الْمَالِيَانِ
هَيَاكِلَ مَارَانِ
تُحْبِطَا تَمْرَا
الذَّوْقَيْنِ الْمَالِيْنِ
اُخْتُرِقَتَا اِسْتَانِي
يَدْحُو تَمَانِيَا
الْجَاهِلَيْنِ الْمَالِيْنِ
اللَّانِهَايَةُ الْمَالِيرَان
تُشَعَّا تُرَا
مَضْبُوطَتَيْنِ مَرَانِ
مُتَوَاضِعٍ مَرْرَانِ
رَجَوْتُمْ مَرَانِ
تَغْلِيب تَسْرَانِ
تُقَارَضَ تُرَانِي
يُرَبِّي تَرَا
غَيْمَتَيْ مَرَانِ
تَكْفُورٌ تَسْرَانِ
تُنْبِئْنَ تَرَانِي
تَشْخِيصًا تَسْرَانِ
فِرْعَوْنَيْ مَرَانِيْنِ
تَلْتَفِتَانِ اِسْتَرَانِي
جِعْنَا مَارَانِ
تَجْهِيزَ تَسْرَانِ
مَشْهُورَاتٍ مَرْرَانِ
الرِّيَاحُ الشَّمْسِيَّةُ الْمَارِيرَان
هِجْرَةٍ مَرَانِ
الْفَاجِرَة الْمَالِيرَان
الْإِضَاعَةَ الْمَالِيَان
تَسْتَنَّ تَمْتَانِي
التَّيْسِيرُ الْمَارِيرَان
يَسْتَصْبِحَا تَانِي
تُشَارِكُ تُرَانِي
الطَّاءَ الْمَالِيْنِ
الْقِطَطَ الْمَالِيْنِ
اِنْطَرِحِي اِسْتَانِي
الدَّكْنَاءَيْنِ الْمَالِيْنِ
بَاعَتْ مَانِيْنِ
يُطَاعُو تُوَالَا
أُدِّيَتْ مَرَا
اِخْتَرْنَ اِسْتَانِي
يُنْدَيَا تُرَا
مُرْتَاحَانِ مَرْتَانِيْنِ
تُلَامِسْ تُرَانِي
الطَّازَج الْمَالِين
مَدْخَلُ مَرَانِيْنِ
شَدِيدَاتٌ مَرَانِيْنِ
تَسْبَغِلَّانِ تَمْرَانِي
الْكَاتِدْرَائِيَّتَيْن الْمَانِيرَان
شَلَّالَاتِ مَارَانِ
غَرِيبَتَيْن مَمْرَان
الثَّقَالَةَ الْمَالِيرَان
اِجْلِنْفَاع الْمَارِي
وَقَائِع الْمَارَانَان
يَبْرُزْنَ تَرَانِي
أُبْهِمَ تَرَانِ
تُنَاوَلْ تُرَانِي
اُسْتُحْمِلَتْ اِسْتَانِي
بْرُوتُونُ مَرْتَا
رُخْصَة مَرَانِ
عُقُوبَة مَارَانِ
تُقْتَضَبَ تَاتَا
كَافَأَتْ مَانِيْنِ
اُسْتُثْمِرَا اِسْتَانِي
الْبُرْءَيَاتِ الْمَالِين
اللَّازِمَ الْمَالِيْنِ
مَجْلِسَ مَرْرَا
أَحْقَوْقِفُ تَارِي
الْقُدْرَتَيْن الْمَالِي
نَرْجَحِنَّ تَمْرَانِي
غَنِّي تَرَا
الْمَاطِرَةُ الْمَالِي
الْأَمَامِيَّيْن الْمَالِيَانِ
يَبْتَدِئْ تَمْتَرَا
مَسْلَكَيْ مَرَانِيْنِ
تَنْفَعِلِينَ تَمْتَانِي
تُرَاجِعْنَ تُرَانِي
الْمَصِير الْمَالِيرَان
مُشْتَمَل الْمَمْتَانِي
تُزَدْ تُرَا
تُجَاوِرْنَ تُرَانِي
اللَّيْقُ الْمَالِيْنِ
الْمَرَارَةِ الْمَالِين
الدِّمَاغُ الْمَالِيْنِ
الْبَرْوَازَانِ الْمَالِيْنِ
التَّنْبَلَاتُ الْمَسْرَانِ
كُحُولِيٍّ مَمْرَانِ
يُنَاقَشْ تُرَانِي
اِنْعَكَسَا مَمْرَا
عَاطِفِيَّاتٍ مَارِيرَانِ
حَسَنَتَيْنِ مَرْرَانِ
زِلْزَالَيْن مَارَانِ
الْغُرُورُ الْمَالِين
جُدْرَيَاتٍ مَرْرَانِ
أَنْعَقِدْ اِسْتَانِي
أَجْرُؤُ مَرَانِ
يُسَمَّمَا تُرَا
تُظَاهَرُ تُرَانِي
الْحُجَّاجَ الْمَالِيَان
حَرِيمٌ مَمْرَانِ
سَكَرَات مَرَانِيْن
السِّكِّينُ الْمَارِين
فِعْلَ الْمِثَالِ الْمَانِيرَان
قُعُود مَمْرَا
سِرْبَيْ مَرَانِ
أَلِفْبَائِيًّا مَرْرَانِيْنِ
الْأَزْمَتَانِ الْمَالِيْنِ
جَوَاذِبُ مَارِيْنِيْنِ
شَفَيَا مَرَا
أَجْذَبَيْنِ مَرَانِ
تُذْرَى تُرَا
مُؤْتَمَرَات مَرْتَانِيْنِ
الْمُفَضَّلَتَيْنِ الْمَالِيْنِ
الْحُظْوَة الْمَالِيْن
دَاعِشِيَّة مَارَانَانِ
اُقْتُرِحْتُنَّ تَمْتَانِي
حُيِّيتِ مَانِيْنِ
تَضِفْنَ تُرَانِي
خَرَاشِيفَ مَمْرَانِيْنِ
طَهَّرَتَا مَرَا
اِنْقَلَبْتُمَا تَمْتَانِي
تَصْغُونَ تَمَانِي
عَاهِرَاتٌ مَارَانِيْنِ
صُهْيِنَ مَرَانِ
الْعَشَوَائِيِّ الْمَالِيْنِ
يَعْتَدْنَ تُسْتَانِي
الرَّأْيَيْنِ الْمَالِيْنِ
دَقَائِقَ مَرْرَانِ
اُسْعُلِي تَرَانِ
تُسْتَجْمَعَا تَاتَانِي
تَشْكُوَ تَمَا
كَيْنُونَةً مَمْرَانِ
التِّمْسَاحَانِ الْمَانِيَانِ
تُحَارَبَانِ تُرَانِي
يُعَاقِبُو تُرَانِي
تَتَّحِدَا تَمْتَانِي
لِيبِيًّا مَارَانِ
حَشَرتَيْنِ مَرَانِ
تَنْضَمِّي تَمْتَا
خِفْتِ مَانِيْنِ
أَحْيَيَانِ مَرَانِ
الِارْتِدَاء الْمَانِرَان
تُدَمَّرْ تُرَا
يُقَامَرَا تُرَانِي
حَقَائِبَ مَرَانِيْنِ
مَكْتَبَات مَرْتَانِ
الِاعْتِيَادَ الْمَاتِيرَان
شِهَابُ مَمَانَا
رَسَّامَتَا مَرَانِيْنِ
السُّبَّاقِ الْمَالِين
وَهْمَيْ مَالَا
اِسْتَمْرَرْنَا مَمْتَانِي
مِشْيَةَ مَرَانِ
ضُبَّاط الْمَارَانِ
شَرِيكَيْ مَرَانِيْنِ
يَتَّخِذْنَ تُسْتَانِي
يُسْتَمْتَعَ تَاتَانِي
قَوَافِلُ مَارَانِيْنِ
ثَدِيِيُّ مَمَانَانِ
عَشِيرَتَيْ مَرَانِ
تُدَاوَرِينَ تُرَانِي
نُسْتَكْتَبَ تَمْتَانِي
بَابَا غَنُّوجٍ مَارِيرَانِ
التَّثْقِيبِ الْمَانِين
كُحُول مَمَانَا
التَّرْقِيمِ الْمَسْتِين
الشَّدِيدَةَ الْمَالِيْنِ
يُتَلْفَزَانِ تَسْرَا
الْمُرِيحُ الْمَالِيَانِ
مَحْصُولَاتٌ مَمْرَانِ
مُسْتَكْشِف الْمَاتِين
تُسْتَبْدَلُو تَاتَرَا
غَابَاتِ مَارَانِ
بَرْدَانَتَيْنِ مَرْرَا
عُرْيَانَتَيْنِ مَارَانِ
أَنْفَجِرُ اِسْرَانِي
الْمُنَافَسَاتِ الْمَانِيْنِيْنِ
تَسْتَخْبِرَانِ اِسْتَانِي
ثَوْرَتَيْ مَمَانِ
حَلُّوفِ مَرَانِ
الْإِفْلَاحُ الْمَالِيرَان
الشَّنْطَتَيْن الْمَالِي
نَخْتَتِنْ تَمْتَانِي
الْغَبِيَّتَانِ الْمَالِيْنِ
مَهْبِلَانِ مَرْرَانِ
بَطَّارِيَّاتِ مَارَانِيْنِ
اِقْتَرِحْنَ اِسْتَانِي
اِسْتَهْدِفِي اِسْتَانِي
دَجَّالًا مَارَانِ
الْخَوَارِزْمِيَّتَيْن الْمَالِيرَان
يُدَنْدَنَانِ تَرَانِ
مُتَّخِذ الْمَانِي
صَيْدَلِيَّة مَارَانَان
تُقْتَصَدْنَ تَمْتَانِي
كَامِلَاتٌ مَارِيَانِ
اِحْتَلَّ مَانِي
التَّاسِعَيْن الْمَالِي
أَعْسَال مَارَانِ
وَظَائِفُ مَارَانِ
تَطُوعَ تُرَا
اُسْتُجِيرُوا مَمْتَانَانَا
أَضْيَقَ مَمْرَانِ
الْغَزَارَتَيْنِ الْمَالِيْنِ
دُرْبَة مَارَان
يُلْغَى تَمَا
تُرَبِّي تَرَا
أَمِيرَةِ مَرَانِيْنِ
قَهْوَتَيْ مَرَا
الْكَعْبَةُ الْمَارِي
وِرَاثَة مَارَانِ
صَرَاحَةً مَارَانِ
يُذْنِبُونَ تَرَانِي
يَسْتَنِيرُو تَمْتَانِي
اِخْضَارَرْتُمَا تَارِي
السَّنَوِيَّتَيْنِ الْمَالِيْنِ
الْمَوْلِدُ الْمَالِين
تُعَاوِنَا تَارِي
تَمْوِيج مَمْرَانَان
نُنَارَ تَرَانِيَا
الشِّهَابَيْنِ الْمَالِيْنِ
فَظِيعَانِ مَمَانِ
الْمُرْتَاحَيْنِ الْمَالِيْنِ
اُسْتُعْلِمْتَ تَمْتَانِي
اِفْتَقَرْتُنَّ تَمْتَانِي
تَدْحِي تُرَا
يُنَاوِلْنَ تُرَانِي
غَيْمَتَيْ مَالَا
الْفَوْقَانِيَّات الْمَالِيرَان
تَفْضِيلِ تَسْرَانِ
مُوَاطِنُونَ مَارِيرَانِ
اُسْتُخْدِمَا اِسْتَانِي
يُنَافِسُ تُرَانِي
التَّوْب الْمَالِين
مَزْحُور مَرَانِ
اِنْكِتَابَ مَمْتَانِيْنَا
الْمُتَأَكِّدَانِ الْمَالِيْنِ
الْخَائِفَةَ الْمَالِيْنِ
حَقِيرَةً مَرَانِيْنِ
لَيْثٍ مَارَانِ
يُؤْثِرْنَ تُرَانِيَا
الْأَبْرَأَيْنِ الْمَالِيْنِ
الْمُسِنُّ الْمَمْتَا
جَبِينَيْ مَرَانِ
يَدَّعِيَانِ تَارِي
